8800002	0	10000	15000	700000
8800002	1002357	1	2	300000
8800002	1002390	3	5	80000
8800002	1002430	3	5	40000
8800002	1302023	1	1	40000
8800002	1302056	1	1	31500
8800002	1312015	1	1	40000
8800002	1312030	1	1	31500
8800002	1322029	1	1	40000
8800002	1322045	1	1	31500
8800002	1332022	1	1	40000
8800002	1332026	1	1	40000
8800002	1332027	1	1	40000
8800002	1332051	1	1	22500
8800002	1332052	1	1	22500
8800002	1372009	1	1	40000
8800002	1372010	1	1	31500
8800002	1372049	1	1	999999
8800002	1382008	1	1	40000
8800002	1382035	1	1	31500
8800002	1402035	1	1	31500
8800002	1412010	1	1	40000
8800002	1412021	1	1	31500
8800002	1422013	1	1	40000
8800002	1422027	1	1	31500
8800002	1432011	1	1	40000
8800002	1432030	1	1	22500
8800002	1442002	1	1	40000
8800002	1442020	1	1	40000
8800002	1442044	1	1	31500
8800002	1452017	1	1	40000
8800002	1452019	1	1	22500
8800002	1452020	1	1	22500
8800002	1462015	1	1	22500
8800002	1462016	1	1	22500
8800002	1462018	1	1	40000
8800002	1472031	1	1	40000
8800002	1472033	1	1	40000
8800002	1472053	1	1	22500
8800002	1482012	1	1	22500
8800002	1492012	1	1	22500
8800002	2000004	1	1	999999
8800002	2000005	1	1	999999
8800002	2000006	1	4	40000
8800002	2020013	1	1	999999
8800002	2020015	1	1	999999
8800002	2040026	1	1	13500
8800002	2040031	1	1	13500
8800002	2040321	1	1	13500
8800002	2040328	1	1	13500
8800002	2040512	1	1	13500
8800002	2049000	1	1	6750
8800002	2049100	1	1	13500
8800002	2280007	1	1	20000
8800002	2280008	1	1	20000
8800002	2280009	1	1	20000
8800002	2280010	1	1	20000
8800002	2280013	1	1	60000
8800002	2280014	1	1	60000
8800002	2280015	1	1	60000
8800002	2280016	1	1	60000
8800002	2290006	1	1	20000
8800002	2290007	1	1	20000
8800002	2290016	1	1	20000
8800002	2290020	1	1	20000
8800002	2290022	1	1	20000
8800002	2290024	1	1	20000
8800002	2290028	1	1	20000
8800002	2290029	1	1	20000
8800002	2290040	1	1	20000
8800002	2290046	1	1	20000
8800002	2290048	1	1	20000
8800002	2290056	1	1	20000
8800002	2290057	1	1	20000
8800002	2290058	1	1	20000
8800002	2290064	1	1	20000
8800002	2290067	1	1	20000
8800002	2290074	1	1	20000
